Customer ID,Workspaces,Start Date,Months Active,Tier,Active Users,Client Portal Uploads,Report Downloads,Dashboards Created,Reports Created,Templates Created,Budgets Pro,Dashboards Published,Connections,Billing Type,MRR
cus_TcN9grycZaTMa1,1,12/17/2025,3,Tier 2,3,0,8,24,39,0,0,0,7,month,290
cus_Jtv0V2p01zByC7,1,7/22/2021,56,Tier 4,29,2330,0,145,108,24,3,0,60,year,924
cus_Tcj0IflBIx4Yer,1,12/17/2025,3,Tier 1,5,0,3,4,5,1,0,0,1,month,149
cus_TkCDXWRbk2eUsK,2,1/6/2026,2,Tier 2,12,0,5,11,20,0,3,0,3,year,203
cus_U49vKKeDPpO2Ld,1,3/1/2026,1,Tier 2,3,0,2,28,43,0,0,0,7,month,290
cus_PX2Ew1fPPtM7Hp,1,2/9/2024,25,Tier 2,1,0,1,47,17,1,1,1,4,month,290
cus_TtCV9BQiURLvvo,1,1/30/2026,2,Tier 2,4,0,1,21,10,0,2,13,2,month,290
cus_U4P6Q3unOOADMj,1,3/1/2026,1,Tier 1,2,0,0,7,7,0,1,0,1,month,149
cus_SrUGSFspMcmbJP,1,8/13/2025,7,Tier 1,5,0,4,4,5,0,0,0,1,month,290
cus_U1mRcAM29MVJmI,1,2/22/2026,1,Tier 1,2,0,6,3,3,1,1,0,1,month,149
cus_TOt9qIRrAtzpSR,1,11/11/2025,4,Tier 1,6,0,0,4,3,0,1,0,1,month,149
cus_P6pTvllgUtPhfw,1,12/1/2023,27,Tier 2,0,0,0,21,12,4,3,0,3,year,203
cus_ShPuPcBNoQF7Cw,1,7/17/2025,8,Tier 1,9,0,0,6,4,0,0,0,1,month,149
cus_TPAvWCrojKllV7,1,11/11/2025,4,Tier 2,9,0,0,18,16,0,1,0,5,month,290
cus_SFybppBAjN6d1K,1,5/5/2025,10,Tier 1,0,0,0,6,4,0,6,0,1,month,149
cus_PDxelgWQwYGwCI,1,1/19/2024,26,Tier 1,2,0,3,2,6,0,2,0,1,month,149
cus_SRzr8olV5l81I3,1,6/6/2025,9,Tier 2,6,0,0,30,26,0,0,0,9,month,290
cus_R8jpIWdIwL0L0X,1,11/1/2024,16,Tier 1,0,0,0,4,5,0,4,1,1,month,149
cus_TFQus61TciynK3,1,10/16/2025,5,Tier 2,4,0,0,12,9,1,6,0,2,month,290
cus_U3FtK8sgtdlPZr,1,2/26/2026,1,Tier 1,3,0,0,7,3,0,1,0,1,month,149
cus_J5hmCKGguW5ux6,1,3/10/2021,60,Tier 1,0,0,0,4,12,3,0,1,1,year,20
cus_SEoEaL0WKahyKo,1,5/2/2025,10,Tier 1,4,0,6,3,4,0,0,0,1,month,149
cus_StLDwgoGJCTqA6,1,8/18/2025,7,Tier 1,5,0,10,3,4,0,0,0,1,month,149
cus_TWgXwXBgUPT1OX,1,12/1/2025,3,Tier 1,1,0,1,10,7,0,0,0,1,month,149
cus_PvAuUUNVD77u17,1,4/14/2024,23,Tier 1,0,0,0,7,17,0,0,0,1,month,149
cus_TiiAD6nbNjwevT,1,1/2/2026,2,Tier 1,5,0,7,3,5,0,1,0,1,month,149
cus_SCIhFaBPBlBMMY,1,4/25/2025,11,Tier 1,2,0,0,15,4,0,0,0,1,month,149
cus_MKrWpYLz7ibhrs,1,8/29/2022,43,Tier 1,0,0,0,8,12,0,0,1,1,month,149
cus_MdNwlteUoIWjuS,1,11/17/2022,40,Tier 1,4,0,17,2,5,0,0,0,1,month,50
cus_RLl9YeO4lxNcPC,1,12/6/2024,15,Tier 2,2,0,0,23,34,0,2,0,8,month,290
cus_SwFOwgOdq5i4E8,1,8/26/2025,7,Tier 2,10,0,17,10,13,0,0,0,3,month,290
cus_PEOhKjoC9bkh8M,1,12/22/2023,27,Tier 1,0,0,0,4,19,1,0,0,1,month,65
cus_MQPTF6a7rb6PvK,1,9/13/2022,42,Tier 2,2,0,7,17,27,1,0,0,3,month,150
cus_TnrqmaaCYAcxGB,1,1/16/2026,2,Tier 3,7,0,5,52,57,0,11,0,11,month,319
cus_TMtKrmCAr1LAfH,1,11/5/2025,4,Tier 4,18,0,7,277,287,3,0,3,88,month,1700
cus_SLJBwS10oVJmfY,1,5/19/2025,10,Tier 2,2,0,0,28,31,0,2,0,7,month,290
cus_U4ieZxt2Ghyspu,1,3/2/2026,1,Tier 2,6,0,4,16,16,1,1,0,4,month,290
cus_U1jvMnWUtL99IH,1,2/22/2026,1,Tier 2,3,0,2,16,23,1,1,0,4,month,290
cus_PlFLhdqPgcCHXP,1,3/18/2024,24,Tier 1,3,0,1,3,7,1,0,0,1,year,129
cus_RKNDndaQSO7oRm,1,12/2/2024,15,Tier 3,11,0,35,40,55,1,0,0,13,month,377
cus_TRoGPvJ1t9kpjA,1,11/18/2025,4,Tier 2,4,0,2,17,14,0,4,0,3,month,290
cus_OtMqo548kAMvpx,1,10/26/2023,29,Tier 2,1,0,0,38,26,1,0,0,10,month,290
cus_U3JIXZ2257q6ab,1,2/26/2026,1,Tier 1,2,0,3,3,6,0,3,0,1,month,149
cus_U3fNbw3GSStHsV,1,2/27/2026,1,Tier 1,2,0,0,4,3,0,18,0,1,month,149
cus_QJWDY7b2IYVvIk,2,6/18/2024,21,Tier 2,1,0,0,22,22,0,5,0,6,month,290
cus_TnnCir8DAWwT72,1,1/16/2026,2,Tier 2,6,0,16,7,10,0,0,0,2,month,290
cus_Sr037q6D6nsg4v,1,8/12/2025,7,Tier 2,5,0,3,17,13,0,1,1,2,month,290
cus_TktTs7fLkvr1tI,1,1/8/2026,2,Tier 1,3,0,0,5,4,0,1,0,1,month,149
cus_T2QKG8S96nyFRm,1,9/12/2025,6,Tier 2,7,0,0,25,10,0,1,0,2,year,203
cus_TUnU0vetnsKRzI,1,11/26/2025,4,Tier 2,6,0,0,15,21,0,2,0,3,month,290
cus_PLTJeRGcnRrXKe,1,1/9/2024,26,Tier 1,3,0,10,2,4,0,0,1,1,month,149
cus_TPXaH9KOGAjlJ3,1,11/12/2025,4,Tier 3,9,0,9,56,57,2,2,0,12,month,348
cus_LMi5lvJC0ZeGqD,1,3/22/2022,48,Tier 3,2,0,0,66,110,16,0,0,12,month,348
cus_U59i6taGiRdNYO,1,3/3/2026,1,Tier 1,2,0,0,7,4,0,1,0,1,month,149
cus_RYADvkbZvmWK32,1,1/8/2025,14,Tier 3,9,0,0,97,57,7,0,0,11,month,319
cus_Sc79N22YoGk449,1,7/3/2025,8,Tier 2,20,0,0,16,15,0,1,0,4,year,203
cus_Orsygtj75tAqX1,1,10/22/2023,29,Tier 1,0,0,0,5,3,0,5,0,1,month,149
cus_RofOwDyt5Pc5N2,1,2/21/2025,13,Tier 1,0,0,0,5,3,0,5,0,1,month,149
cus_RnVXkzGt8at1Jg,1,2/18/2025,13,Tier 2,6,0,0,20,23,0,0,0,4,month,290
cus_Ov9ghCb3aInp9J,1,11/30/2023,28,Tier 1,8,0,0,2,3,0,0,1,1,month,149
cus_SlqUwS1icG1098,1,7/29/2025,8,Tier 1,4,0,0,9,3,0,0,0,1,month,149
cus_U0yS2gGgnLYZXt,1,2/20/2026,1,Tier 2,6,0,0,4,9,0,21,0,2,month,290
cus_T9BVi35r4pmUGu,1,9/30/2025,6,Tier 2,9,0,0,16,15,0,0,0,4,year,203
cus_Th6Lr0z69GfW2J,1,12/29/2025,3,Tier 1,2,0,0,4,13,0,0,0,1,month,149
cus_TxjlUvNIVyAMSG,1,2/12/2026,1,Tier 2,1,0,13,15,25,2,0,0,5,year,203
cus_TxCXnstOr2JAa0,1,2/10/2026,1,Tier 2,3,0,2,17,46,0,0,0,6,month,290
cus_Ejd1asDu7Xo7kL,1,4/20/2021,59,Tier 1,0,0,0,7,12,0,0,0,1,month,10
cus_MiyPJXzNarYSXz,1,11/2/2022,40,Tier 1,4,0,0,4,9,0,0,0,1,month,30
cus_TJlfjPMN0reM6D,1,10/28/2025,5,Tier 2,5,0,10,6,12,0,0,0,2,month,298
cus_Hzu5efcUZpY0ak,1,9/10/2020,66,Tier 1,1,0,0,6,10,0,0,0,1,month,149
cus_J0Rw6ucAOgjAo7,2,2/24/2021,33,Tier 3,21,0,5,31,41,5,0,0,11,month,290
cus_U2XzBjBG9QxVKu,1,2/24/2026,1,Tier 1,2,0,8,3,3,2,0,0,1,month,149
cus_Tkd6ftLqir3ZSf,1,1/8/2026,2,Tier 2,7,0,3,21,17,0,0,0,4,month,290
cus_QJKNdeURpQbirO,1,6/17/2024,21,Tier 2,0,0,0,31,38,0,0,0,10,month,290
cus_SZQOnab8p3tuIG,1,6/26/2025,9,Tier 2,8,0,0,14,7,1,0,0,2,month,290
cus_Tk7nDCUvZNbQMe,1,1/6/2026,2,Tier 2,4,0,0,18,21,1,0,0,6,month,290
cus_TKHcLMZwnMjKJC,1,10/29/2025,5,Tier 3,5,0,114,38,65,9,0,0,12,month,348
cus_TrzCw8Xk4EWV1j,1,1/27/2026,2,Tier 1,9,0,8,3,4,0,0,0,1,month,290
cus_Tv0aXb0UHYyetM,1,2/4/2026,1,Tier 1,5,0,2,3,5,0,0,0,1,month,149
cus_PDYVVWEACSXJws,1,1/18/2024,26,Tier 2,1,0,0,37,27,0,0,0,7,month,290
cus_TsNLxEZEpvlSWS,1,1/28/2026,2,Tier 1,2,0,0,6,8,0,0,0,1,year,129
cus_RiYTfZpos0Lpar,1,2/5/2025,13,Tier 1,0,0,0,8,7,0,0,1,1,month,149
cus_Q7OCxaooQtCoMB,1,5/16/2024,22,Tier 1,0,0,0,3,20,0,0,0,1,month,149
cus_SrqoQ0fUV82JjB,1,8/14/2025,7,Tier 1,4,0,0,5,8,0,0,0,1,month,149
cus_TzqeZq6r06di20,1,2/17/2026,1,Tier 2,3,0,4,19,21,0,1,0,4,month,290
cus_TudpkGyTiZ5Anp,1,2/3/2026,1,Tier 2,2,0,12,7,12,2,0,0,2,month,290
cus_SWr2PX5VqBNwPl,1,6/19/2025,9,Tier 2,5,0,0,6,11,0,4,0,2,month,290
cus_TpPwhN8k50fOHi,1,1/20/2026,2,Tier 2,9,0,0,15,14,0,1,2,4,month,290
cus_SDTbLkanuPhIE8,1,4/29/2025,11,Tier 2,5,0,0,11,11,1,0,2,2,month,290
cus_QWVHXD9QOt8Qsj,1,7/22/2024,20,Tier 3,10,0,0,69,51,2,1,0,11,year,223.3
cus_SDiuLtdSW2eDux,1,4/29/2025,11,Tier 3,7,0,3,42,45,1,2,1,12,year,385
cus_TXNc8rsZ8aAJ2k,1,12/3/2025,3,Tier 2,6,0,0,16,22,0,0,0,5,month,290
cus_Ts0vg4oIlYSJeq,1,1/27/2026,2,Tier 2,8,0,2,14,15,0,0,0,2,month,290
cus_TSCkUQRFi7QoKQ,1,11/19/2025,4,Tier 2,6,0,0,16,15,0,1,0,5,month,290
cus_TGtxP6pn7NZnKu,1,10/20/2025,5,Tier 1,2,0,0,6,6,0,0,0,1,month,149
cus_SDHXcti0SaFeev,1,4/28/2025,11,Tier 2,6,0,0,18,19,0,1,0,4,month,290
cus_U3HAdSZkW3UaCY,1,2/26/2026,1,Tier 1,4,0,0,5,4,1,0,1,1,month,290
cus_Q1LOCGvZMyLbHa,1,4/30/2024,23,Tier 2,2,0,0,9,9,1,3,1,2,year,203
cus_SqgF6DxbzdMh6v,1,8/11/2025,7,Tier 2,2,0,0,16,16,2,0,0,4,month,290
cus_RymAFnpBflltqr,1,3/20/2025,12,Tier 2,1,0,1,18,25,1,0,0,5,month,290
cus_Ta4IWf452BQgh4,1,12/10/2025,3,Tier 3,12,6,0,75,52,1,0,0,15,month,550
cus_TwsJRWPrwOFJHZ,1,2/9/2026,1,Tier 2,4,0,0,23,23,0,0,0,3,month,290
cus_S1iw70F96n0tf6,1,3/28/2025,12,Tier 1,1,0,0,3,6,0,1,0,1,year,129
cus_SwIHIwdl6mqO3t,1,8/26/2025,7,Tier 1,2,0,0,4,8,0,0,0,1,month,149
cus_Tua9wjsg1WaVOX,1,2/3/2026,1,Tier 2,5,0,2,15,28,0,0,0,5,month,550
cus_OPmO12wcYCgtZh,1,8/8/2023,31,Tier 2,1,0,0,31,23,0,0,0,4,month,290
cus_TieaWLpjqv1svQ,2,1/2/2026,2,Tier 3,9,0,12,34,42,4,0,0,11,month,290
cus_U0g1DZGgFN99tS,1,2/19/2026,1,Tier 2,2,0,8,16,21,1,0,0,4,month,290
cus_SLWIS5lLBbu86t,1,5/20/2025,10,Tier 2,4,0,1,12,24,0,0,0,3,month,290
cus_QsGsGC5qJmfQYa,1,9/18/2024,18,Tier 1,0,0,0,3,2,3,1,0,1,month,149
cus_L1ZlV0m5iwtSyS,1,1/24/2022,50,Tier 2,0,0,0,13,22,3,0,0,5,year,203
cus_Ry21onavAei9vy,1,3/18/2025,12,Tier 3,9,0,0,85,64,0,0,0,21,month,550
cus_U11AtSzqBW0sfp,1,2/20/2026,1,Tier 1,2,0,0,3,3,0,1,0,1,year,203
cus_TeZKFug66cbD0o,1,12/22/2025,3,Tier 2,3,0,0,18,17,0,1,0,5,year,203
cus_TWeeSobxIBPANi,1,12/1/2025,3,Tier 2,2,0,0,15,8,0,4,0,3,month,290
cus_SmFl4uLz2xMKQM,1,7/30/2025,8,Tier 1,2,0,0,4,7,0,0,0,1,month,149
cus_SqJAXT0BhYxmgw,1,8/10/2025,7,Tier 1,4,0,0,4,3,0,0,0,1,year,203
cus_Qkkjp5YnS8pc62,1,8/29/2024,19,Tier 2,4,0,0,18,20,0,0,0,2,month,298
cus_TBqIRZr6IWXmID,1,10/7/2025,5,Tier 2,4,0,0,20,19,0,0,0,6,month,290
cus_TBPZkTPOrcqnQr,1,10/6/2025,5,Tier 1,7,0,0,3,3,0,0,0,1,month,290
cus_RnzCRRCx9pMtXI,1,2/20/2025,13,Tier 1,1,0,0,6,3,1,0,0,1,month,149
cus_U2rgS0HBcdmnJh,1,2/25/2026,1,Tier 2,2,0,0,12,6,2,1,0,2,month,290
cus_TnvM04QlHZgXxj,1,1/16/2026,2,Tier 2,1,0,0,15,15,0,3,0,5,month,290
cus_T1xACxFOoxPbgU,1,9/10/2025,6,Tier 2,8,0,0,10,9,0,1,0,3,year,203
cus_OCFP1c1bSY7UDu,1,7/3/2023,32,Tier 3,0,0,0,49,114,7,0,0,15,month,435
cus_U4iuMrboJTkRDS,1,3/2/2026,1,Tier 1,5,0,4,3,4,0,0,0,1,month,149
cus_TkuEoS2qhWWRpb,1,1/8/2026,2,Tier 2,8,0,0,12,6,0,0,2,2,month,290
cus_TuBJlxOmI97Cfk,2,2/2/2026,1,Tier 2,8,0,0,6,11,0,2,0,2,month,149
cus_SUGUOVZduBaB8F,1,6/12/2025,9,Tier 1,2,0,0,2,3,0,1,0,1,month,149
cus_TnTd0tfQgf870S,1,1/15/2026,2,Tier 1,1,0,0,3,9,0,0,0,1,month,149
cus_Su61wOgMICGEDx,1,8/20/2025,7,Tier 2,4,0,5,9,9,0,0,0,2,month,290
cus_TX1zbwEKYUfPLp,1,12/2/2025,3,Tier 2,2,0,11,12,13,0,0,0,4,month,290
cus_T2iWRMPTgAGWoV,1,9/12/2025,6,Tier 3,7,0,0,62,68,0,0,0,21,month,550
cus_N0wTqZYf9AtT4q,1,12/20/2022,39,Tier 1,0,0,0,4,9,0,0,0,1,,0
cus_U0AjZnFVRdRJeh,1,2/18/2026,1,Tier 2,1,0,6,15,14,0,1,0,3,month,290
cus_TtsAfE2zvUj7XW,1,2/1/2026,1,Tier 2,4,0,0,9,10,1,0,0,3,month,290
cus_Ta1ujEFDeUAtGe,1,12/10/2025,3,Tier 1,0,0,1,4,6,0,0,0,1,month,149
cus_R09t0mzzR2YcBH,1,10/9/2024,17,Tier 1,2,0,0,5,3,0,0,0,1,month,149
cus_TjjAsX8WQKL44Y,1,1/5/2026,2,Tier 3,7,0,0,65,36,0,1,0,12,month,348
cus_ShQpV97wlb9ibG,1,7/18/2025,8,Tier 1,0,0,0,2,2,0,2,0,1,month,149
cus_Q8vJSNlnesWoQn,1,5/20/2024,22,Tier 1,4,0,0,2,2,0,0,0,1,month,149
cus_Tns2nfhCMmuUSp,1,1/16/2026,2,Tier 1,2,0,0,4,3,0,0,0,1,month,149
cus_U0FmBaILER3VQG,1,2/18/2026,1,Tier 1,2,0,0,4,3,0,0,0,1,month,149
cus_TaB0bO3bE9sxWU,1,12/11/2025,3,Tier 3,5,0,1,48,51,1,0,0,16,year,385
cus_RQibRhrvWszUq5,1,12/19/2024,15,Tier 3,3,0,6,45,45,1,0,0,13,month,377
cus_Tk8NCEBt1qOjpF,1,1/6/2026,2,Tier 2,3,0,0,6,6,0,2,0,2,month,290
cus_Np596cJJxnukIF,1,5/2/2023,34,Tier 1,0,0,0,5,3,0,0,1,1,year,129
cus_QwL7lkwClbNzC9,1,9/29/2024,18,Tier 2,2,0,0,9,22,0,0,0,4,year,203
cus_TxgkNvoV0ZIHmB,1,2/11/2026,1,Tier 1,11,0,0,3,3,0,0,0,1,month,149
cus_U588nVFfTCST2e,1,3/3/2026,1,Tier 2,3,0,0,14,14,0,0,0,4,month,290
cus_Tuvu8ercT20AKt,1,2/4/2026,1,Tier 2,1,0,0,16,14,0,0,0,4,month,290
cus_PzWruOBXI78dNm,1,4/25/2024,23,Tier 2,1,0,0,12,6,1,0,0,2,month,290
cus_New9cjYQyRkgLx,1,4/5/2023,35,Tier 1,0,0,0,3,3,0,0,2,1,month,149
cus_STn21cGGk8q7gD,1,6/11/2025,9,Tier 2,0,0,0,15,10,0,0,2,3,month,290
cus_TyVaSDYzHmkQbw,1,2/14/2026,1,Tier 2,3,0,0,9,10,0,0,0,3,month,290
cus_Re9uJRnjX07g3A,1,1/24/2025,14,Tier 2,0,0,0,12,9,1,0,0,3,month,290
cus_SeUdGMtGmXBz0A,1,7/10/2025,8,Tier 1,0,0,0,4,3,0,0,0,1,month,149
cus_S8Y5GeIKkQ8PMM,1,4/15/2025,11,Tier 2,3,0,2,6,6,0,1,0,2,month,290
cus_U59EidNa7EgswY,1,3/3/2026,1,Tier 2,2,0,1,9,10,0,0,0,2,year,203
cus_TXloxDM28QvSQj,1,12/4/2025,3,Tier 2,2,0,0,8,9,0,0,0,3,month,290
cus_TxdFa8AT6sYhxA,1,2/11/2026,1,Tier 2,4,0,0,3,6,1,0,0,2,month,298
cus_JebxLlhdjL8ZBd,1,6/11/2021,57,Tier 1,0,0,0,4,2,0,0,0,1,month,15
cus_NOUZYJj6gpLPlW,1,2/20/2023,37,Tier 1,0,0,0,4,2,0,0,0,1,month,149
cus_Ql2nRzme9oe5Xb,1,8/30/2024,19,Tier 2,0,0,0,9,16,0,0,0,3,year,203
cus_Mu6XbN4lTuNNu0,1,12/1/2022,37,Tier 1,0,0,0,2,4,0,0,0,1,year,40
cus_MkoQic9JfnIC3M,1,11/7/2022,40,Tier 1,0,0,0,2,2,0,0,1,1,month,149
cus_Rg0Ppuq1pXe19o,1,1/29/2025,14,Tier 1,1,0,0,2,1,0,0,0,1,month,149
cus_MooEX4jHCJo2XF,1,11/17/2022,40,Tier 2,1,0,0,7,7,0,0,0,2,year,100
cus_Thb1oxYoHLs7ZE,1,12/30/2025,3,Tier 1,1,0,0,1,2,0,0,0,1,month,149
cus_QqqcitLpLQtoWh,1,9/15/2024,18,Tier 2,1,0,0,4,8,0,0,0,2,month,261
cus_K6fW7eLD256iWy,1,8/25/2021,55,Tier 1,0,0,0,1,3,0,0,0,1,year,104.3
cus_KPKD4pnyDNZ1dG,1,11/13/2021,52,Tier 2,0,0,0,6,5,0,0,0,2,month,60
